notebook_title,count_context,context,average_context
Notizbuch A10,1,.//tei:sourceDoc//tei:note[@type='editorial'],40.0
Notizbuch A10,2,.//tei:sourceDoc//tei:note[@type='authorial'],7.5
Notizbuch A10,155,.//tei:sourceDoc//tei:surface,6.0
Notizbuch A10,58,.//tei:sourceDoc//tei:add,6.0
Notizbuch A10,220,.//tei:sourceDoc//tei:zone,6.0
Notizbuch A10,958,.//tei:sourceDoc//tei:line,6.0
Notizbuch A10,450,.//tei:sourceDoc//tei:seg,6.0
Notizbuch A10,1,.//tei:abstract,2.0
Notizbuch C3,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
Notizbuch C3,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch C3,162,.//tei:sourceDoc//tei:surface,2.0
Notizbuch C3,37,.//tei:sourceDoc//tei:add,2.0
Notizbuch C3,229,.//tei:sourceDoc//tei:zone,2.0
Notizbuch C3,825,.//tei:sourceDoc//tei:line,2.0
Notizbuch C3,466,.//tei:sourceDoc//tei:seg,2.0
Notizbuch C3,1,.//tei:abstract,2.0
Notizbuch E6,1,.//tei:sourceDoc//tei:note[@type='editorial'],15.0
Notizbuch E6,1,.//tei:sourceDoc//tei:note[@type='authorial'],31.0
Notizbuch E6,382,.//tei:sourceDoc//tei:surface,31.0
Notizbuch E6,49,.//tei:sourceDoc//tei:add,31.0
Notizbuch E6,293,.//tei:sourceDoc//tei:zone,31.0
Notizbuch E6,1325,.//tei:sourceDoc//tei:line,31.0
Notizbuch E6,592,.//tei:sourceDoc//tei:seg,31.0
Notizbuch E6,1,.//tei:abstract,2.0
Notizbuch A16,4,.//tei:sourceDoc//tei:note[@type='editorial'],15.75
Notizbuch A16,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch A16,107,.//tei:sourceDoc//tei:surface,24.0
Notizbuch A16,72,.//tei:sourceDoc//tei:add,24.0
Notizbuch A16,327,.//tei:sourceDoc//tei:zone,24.0
Notizbuch A16,1473,.//tei:sourceDoc//tei:line,24.0
Notizbuch A16,790,.//tei:sourceDoc//tei:seg,24.0
Notizbuch A16,1,.//tei:abstract,1.0
Notizbuch D11,6,.//tei:sourceDoc//tei:note[@type='editorial'],28.0
Notizbuch D11,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch D11,163,.//tei:sourceDoc//tei:surface,73.0
Notizbuch D11,139,.//tei:sourceDoc//tei:add,73.0
Notizbuch D11,248,.//tei:sourceDoc//tei:zone,73.0
Notizbuch D11,1295,.//tei:sourceDoc//tei:line,73.0
Notizbuch D11,752,.//tei:sourceDoc//tei:seg,73.0
Notizbuch D11,1,.//tei:abstract,2.0
Notizbuch C12,2,.//tei:sourceDoc//tei:note[@type='editorial'],20.5
Notizbuch C12,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch C12,109,.//tei:sourceDoc//tei:surface,40.0
Notizbuch C12,116,.//tei:sourceDoc//tei:add,40.0
Notizbuch C12,287,.//tei:sourceDoc//tei:zone,40.0
Notizbuch C12,1478,.//tei:sourceDoc//tei:line,40.0
Notizbuch C12,859,.//tei:sourceDoc//tei:seg,40.0
Notizbuch C12,1,.//tei:abstract,2.0
Notizbuch C9,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
Notizbuch C9,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch C9,220,.//tei:sourceDoc//tei:surface,2.0
Notizbuch C9,77,.//tei:sourceDoc//tei:add,2.0
Notizbuch C9,252,.//tei:sourceDoc//tei:zone,2.0
Notizbuch C9,2553,.//tei:sourceDoc//tei:line,2.0
Notizbuch C9,1711,.//tei:sourceDoc//tei:seg,2.0
Notizbuch C9,1,.//tei:abstract,2.0
Notizbuch D5,1,.//tei:sourceDoc//tei:note[@type='editorial'],9.0
Notizbuch D5,1,.//tei:sourceDoc//tei:note[@type='authorial'],4.0
Notizbuch D5,215,.//tei:sourceDoc//tei:surface,4.0
Notizbuch D5,11,.//tei:sourceDoc//tei:add,4.0
Notizbuch D5,251,.//tei:sourceDoc//tei:zone,4.0
Notizbuch D5,1526,.//tei:sourceDoc//tei:line,4.0
Notizbuch D5,294,.//tei:sourceDoc//tei:seg,4.0
Notizbuch D5,1,.//tei:abstract,52.0
Notizbuch B5,10,.//tei:sourceDoc//tei:note[@type='editorial'],26.1
Notizbuch B5,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch B5,134,.//tei:sourceDoc//tei:surface,30.0
Notizbuch B5,59,.//tei:sourceDoc//tei:add,30.0
Notizbuch B5,347,.//tei:sourceDoc//tei:zone,30.0
Notizbuch B5,1468,.//tei:sourceDoc//tei:line,30.0
Notizbuch B5,763,.//tei:sourceDoc//tei:seg,30.0
Notizbuch B5,1,.//tei:abstract,66.0
Notizbuch B9,14,.//tei:sourceDoc//tei:note[@type='editorial'],43.0
Notizbuch B9,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch B9,134,.//tei:sourceDoc//tei:surface,8.0
Notizbuch B9,16,.//tei:sourceDoc//tei:add,8.0
Notizbuch B9,165,.//tei:sourceDoc//tei:zone,8.0
Notizbuch B9,568,.//tei:sourceDoc//tei:line,8.0
Notizbuch B9,312,.//tei:sourceDoc//tei:seg,8.0
Notizbuch B9,1,.//tei:abstract,23.0
Notizbuch A6,8,.//tei:sourceDoc//tei:note[@type='editorial'],50.0
Notizbuch A6,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch A6,199,.//tei:sourceDoc//tei:surface,1.0
Notizbuch A6,51,.//tei:sourceDoc//tei:add,1.0
Notizbuch A6,386,.//tei:sourceDoc//tei:zone,1.0
Notizbuch A6,762,.//tei:sourceDoc//tei:line,1.0
Notizbuch A6,337,.//tei:sourceDoc//tei:seg,1.0
Notizbuch A6,1,.//tei:abstract,2.0
Notizbuch A19,7,.//tei:sourceDoc//tei:note[@type='editorial'],38.0
Notizbuch A19,1,.//tei:sourceDoc//tei:note[@type='authorial'],19.0
Notizbuch A19,117,.//tei:sourceDoc//tei:surface,19.0
Notizbuch A19,61,.//tei:sourceDoc//tei:add,19.0
Notizbuch A19,174,.//tei:sourceDoc//tei:zone,19.0
Notizbuch A19,1028,.//tei:sourceDoc//tei:line,19.0
Notizbuch A19,411,.//tei:sourceDoc//tei:seg,19.0
Notizbuch A19,1,.//tei:abstract,121.0
Notizbuch D4,3,.//tei:sourceDoc//tei:note[@type='editorial'],45.33
Notizbuch D4,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
Notizbuch D4,163,.//tei:sourceDoc//tei:surface,22.0
Notizbuch D4,200,.//tei:sourceDoc//tei:add,22.0
Notizbuch D4,626,.//tei:sourceDoc//tei:zone,22.0
Notizbuch D4,2983,.//tei:sourceDoc//tei:line,22.0
Notizbuch D4,1372,.//tei:sourceDoc//tei:seg,22.0
Notizbuch D4,1,.//tei:abstract,182.0
Notizbuch A15,22,.//tei:sourceDoc//tei:note[@type='editorial'],85.45
Notizbuch A15,3,.//tei:sourceDoc//tei:note[@type='authorial'],17.67
Notizbuch A15,169,.//tei:sourceDoc//tei:surface,18.0
Notizbuch A15,63,.//tei:sourceDoc//tei:add,18.0
Notizbuch A15,489,.//tei:sourceDoc//tei:zone,18.0
Notizbuch A15,1459,.//tei:sourceDoc//tei:line,18.0
Notizbuch A15,879,.//tei:sourceDoc//tei:seg,18.0
Notizbuch A15,1,.//tei:abstract,127.0
Notizbuch A11,8,.//tei:sourceDoc//tei:note[@type='editorial'],34.12
Notizbuch A11,2,.//tei:sourceDoc//tei:note[@type='authorial'],10.0
Notizbuch A11,168,.//tei:sourceDoc//tei:surface,12.0
Notizbuch A11,131,.//tei:sourceDoc//tei:add,12.0
Notizbuch A11,587,.//tei:sourceDoc//tei:zone,12.0
Notizbuch A11,1990,.//tei:sourceDoc//tei:line,12.0
Notizbuch A11,1542,.//tei:sourceDoc//tei:seg,12.0
Notizbuch A11,1,.//tei:abstract,42.0
Notizbuch B11,15,.//tei:sourceDoc//tei:note[@type='editorial'],24.8
Notizbuch B11,3,.//tei:sourceDoc//tei:note[@type='authorial'],3.0
Notizbuch B11,137,.//tei:sourceDoc//tei:surface,3.0
Notizbuch B11,17,.//tei:sourceDoc//tei:add,3.0
Notizbuch B11,277,.//tei:sourceDoc//tei:zone,3.0
Notizbuch B11,805,.//tei:sourceDoc//tei:line,3.0
Notizbuch B11,329,.//tei:sourceDoc//tei:seg,3.0
Notizbuch B11,1,.//tei:abstract,78.0
