title,modules,count_elements,el_ident,attDef,attDef_len,valItem,valItem_len
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,surface,flipping/n/facs/type/lrx/lry/ulx/uly/attachment/subtype/rend/points/next/prev,14,additional/fragment/pocket/clipping/label/back_endpaper/front_endpaper/loose/pocket/cut/torn/glued/partially_glued/torn_and_cut/formerly_glued/formerly_partially_glued/glued-posthumous/partially_glued-posthumous/glued-uncertain/partially_glued-uncertain/glued_and_torn/cut_and_partially_glued/glued_and_worn/angeklebte_blaue_Tasche_von_Fontane_angefertigt_-_Angeklebtes_Blatt/angeklebte_cremefarbige_Tasche_von_Fontane_angefertigt_-_Angeklebtes_Blatt/angeklebte_ockerfarbige_Tasche_von_Fontane_angefertigt_-_Angeklebtes_Blatt/angeklebte_Tasche_von_Fontane_angefertigt_-_Angeklebter_Zeitungsausschnitt/Billet/Blatt/Briefmarke/Briefpapierfragment/Briefumschlag/Briefumschlag_mit_eingesteckten_Blättern/Broschüre/Eintrittskarte/Etikett_vom_Notizbuch-Hersteller_angefertigt/Etikett_von_Fontane_angefertigt_-_Aufgeklebtes_Blatt/Etikett_von_Fontane_angefertigt_unsicher_-_Aufgeklebtes_Blatt/Etikett_von_Friedrich_Fontane_angefertigt_-_Ehemalig_aufgeklebtes_Blatt/Etikett_von_Friedrich_Fontane_angefertigt_unsicher_-_Aufgeklebtes_Blatt/Etikett_von_Friedrich_Fontane_angefertigt_unsicher_-_Ehemalig_aufgeklebtes_Blatt/Firmen-Klebchen/Firmen-Klebchenfragment/Kalenderblatt/Marienbild/Messtischblatt/Oblate/Passkarte/Rechnung/Signaturen-Klebchen_Archivar_alt/Signaturen-Klebchen_Archivar_neu/Signaturen-Klebchenfragment_Archivar_alt/Signaturen-Klebchenfragment_Friedrich_Fontane/Signaturen-Klebchen_Friedrich_Fontane/Tasche_vom_Notizbuch-Hersteller_angefertigt/Theaterzettel/unbeschriftetes_Blatt/Visitenkarte/von_Emilie_Fontane-Autorin_beschriftetes_Blatt/von_Emilie_Fontane-Schreiberin_beschriftetes_Blatt/von_Emilie_Fontane-unsicher_beschriftetes_Blatt/von_Fontane_beschriftetes_Blatt/von_Fontane_beschriftetes_Blattfragment/von_Fontane-unsicher_beschriftetes_Blatt/von_Friedrich_Fontane_beschriftetes_Blatt/von_Richard_Lucae_beschriftetes_Blatt/von_unbekannt_z_beschriftetes_Blatt/Zeitungsausschnitt/Zeitungsausschnitt_Fragment/vertical_bar,70
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,surname,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,surplus,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,tagsDecl,xml:base,1,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,TEI,xml:lang,1,de,1
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,teiHeader,type,1,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,term,cRef/target,2,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,textClass,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,textDesc,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,title,level/type,2,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,titleStmt,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,transpose,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,typeDesc,,0,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,unclear,reason/hand/agent/next/prev,5,,0
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,width,unit/quantity,2,mm,1
ODD zu ,header/core/tei/textstructure/corpus/certainty/figures/gaiji/linking/msdescription/namesdates/transcr,149,zone,rotate/lrx/rend/type/subtype/prev/next/lry/uly/ulx/style/rendition/xml:lang/facs/points/synch/exclude/corresp/cert,19,marked_off/illustration/heading/list/legend/cancel/item/additional/seal/verse/said/dialogue/toc/edited_text/highlighted/printed_illustration/multiphrase/chapter/section/sub/sum/getrocknete_Blätter/getrocknete_Veilchen/getrocknetes_Blatt/legend/Fontane/Friedrich_Fontane/difference/Fontane_ungültig/extensive/envisaged/#arabic_numerals/#black_letter/#roman/#script/#smallcaps/#roman #smallcaps/da-Latf/da-Latn/en/en-Latf/en-Latn/fr/fr-Latf/fr-Latn/grc-Grek/it-Latf/it-Latn/la-Latf/la-Latn/nds-Latf/nds-Latn/pfl-Latf/pfl-Latn/sv-Latf/sv-Latn/sxu-Latf/sxu-Latn/szl-Latf/szl-Latn/low,61
