filename,notebook_title,date_e,date_a,date_f,count_context,context,average_context
22jtt,Notizbuch B8,1882-01-03 1882-01-10 1882-02-07 1882-02-11 1882-02-28 1882-03-06 1882-03-09 1882-03-10 1882-03-12 1882-03-14 1882-03-29,,1881,20,.//tei:sourceDoc//tei:add,3
22jtt,Notizbuch B8,1882-01-03 1882-01-10 1882-02-07 1882-02-11 1882-02-28 1882-03-06 1882-03-09 1882-03-10 1882-03-12 1882-03-14 1882-03-29,,1881,287,.//tei:sourceDoc//tei:zone,3
22jtt,Notizbuch B8,1882-01-03 1882-01-10 1882-02-07 1882-02-11 1882-02-28 1882-03-06 1882-03-09 1882-03-10 1882-03-12 1882-03-14 1882-03-29,,1881,1101,.//tei:sourceDoc//tei:line,3
22jtt,Notizbuch B8,1882-01-03 1882-01-10 1882-02-07 1882-02-11 1882-02-28 1882-03-06 1882-03-09 1882-03-10 1882-03-12 1882-03-14 1882-03-29,,1881,648,.//tei:sourceDoc//tei:seg,3
22jtt,Notizbuch B8,1882-01-03 1882-01-10 1882-02-07 1882-02-11 1882-02-28 1882-03-06 1882-03-09 1882-03-10 1882-03-12 1882-03-14 1882-03-29,,1881,1,.//tei:abstract,2
1zzdk,Notizbuch A1,1864,1864,,24,.//tei:sourceDoc//tei:note[@type='editorial'],42
1zzdk,Notizbuch A1,1864,1864,,1,.//tei:sourceDoc//tei:note[@type='authorial'],14
1zzdk,Notizbuch A1,1864,1864,,134,.//tei:sourceDoc//tei:surface,14
1zzdk,Notizbuch A1,1864,1864,,59,.//tei:sourceDoc//tei:add,14
1zzdk,Notizbuch A1,1864,1864,,292,.//tei:sourceDoc//tei:zone,14
1zzdk,Notizbuch A1,1864,1864,,1036,.//tei:sourceDoc//tei:line,14
1zzdk,Notizbuch A1,1864,1864,,669,.//tei:sourceDoc//tei:seg,14
1zzdk,Notizbuch A1,1864,1864,,1,.//tei:abstract,134
1zzf0,Notizbuch D8, ,1871,,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
1zzf0,Notizbuch D8, ,1871,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
1zzf0,Notizbuch D8, ,1871,,153,.//tei:sourceDoc//tei:surface,134
1zzf0,Notizbuch D8, ,1871,,156,.//tei:sourceDoc//tei:add,134
1zzf0,Notizbuch D8, ,1871,,382,.//tei:sourceDoc//tei:zone,134
1zzf0,Notizbuch D8, ,1871,,2743,.//tei:sourceDoc//tei:line,134
1zzf0,Notizbuch D8, ,1871,,1861,.//tei:sourceDoc//tei:seg,134
1zzf0,Notizbuch D8, ,1871,,1,.//tei:abstract,2
2128s,Notizbuch D9, ,1871,,13,.//tei:sourceDoc//tei:note[@type='editorial'],13
2128s,Notizbuch D9, ,1871,,2,.//tei:sourceDoc//tei:note[@type='authorial'],12
2128s,Notizbuch D9, ,1871,,153,.//tei:sourceDoc//tei:surface,12
2128s,Notizbuch D9, ,1871,,146,.//tei:sourceDoc//tei:add,12
2128s,Notizbuch D9, ,1871,,535,.//tei:sourceDoc//tei:zone,12
2128s,Notizbuch D9, ,1871,,3122,.//tei:sourceDoc//tei:line,12
2128s,Notizbuch D9, ,1871,,2146,.//tei:sourceDoc//tei:seg,12
2128s,Notizbuch D9, ,1871,,1,.//tei:abstract,2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,24,.//tei:sourceDoc//tei:note[@type='editorial'],30
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,1,.//tei:sourceDoc//tei:note[@type='authorial'],2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,246,.//tei:sourceDoc//tei:surface,2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,45,.//tei:sourceDoc//tei:add,2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,497,.//tei:sourceDoc//tei:zone,2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,1729,.//tei:sourceDoc//tei:line,2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,553,.//tei:sourceDoc//tei:seg,2
22jtx,Notizbuch B15,1883-01-25 1883-01-31 1883-02-09 1884-04-20 1884-04-22 1884-05-08 1884-05-17 1884-09-04 1886-02-06 1886-03-03,,,1,.//tei:abstract,2
1rhdm,Notizbuch C1,1865,1865,,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
1rhdm,Notizbuch C1,1865,1865,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
1rhdm,Notizbuch C1,1865,1865,,126,.//tei:sourceDoc//tei:surface,2
1rhdm,Notizbuch C1,1865,1865,,109,.//tei:sourceDoc//tei:add,2
1rhdm,Notizbuch C1,1865,1865,,344,.//tei:sourceDoc//tei:zone,2
1rhdm,Notizbuch C1,1865,1865,,1883,.//tei:sourceDoc//tei:line,2
1rhdm,Notizbuch C1,1865,1865,,1367,.//tei:sourceDoc//tei:seg,2
1rhdm,Notizbuch C1,1865,1865,,1,.//tei:abstract,2
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,17,.//tei:sourceDoc//tei:note[@type='editorial'],23
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,2,.//tei:sourceDoc//tei:note[@type='authorial'],3
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,169,.//tei:sourceDoc//tei:surface,3
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,27,.//tei:sourceDoc//tei:add,3
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,264,.//tei:sourceDoc//tei:zone,3
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,1776,.//tei:sourceDoc//tei:line,3
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,795,.//tei:sourceDoc//tei:seg,3
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,1,.//tei:abstract,2
22jtv,Notizbuch A4,,,,1,.//tei:sourceDoc//tei:note[@type='editorial'],15
22jtv,Notizbuch A4,,,,1,.//tei:sourceDoc//tei:note[@type='authorial'],1
22jtv,Notizbuch A4,,,,142,.//tei:sourceDoc//tei:surface,1
22jtv,Notizbuch A4,,,,563,.//tei:sourceDoc//tei:add,1
22jtv,Notizbuch A4,,,,302,.//tei:sourceDoc//tei:zone,1
22jtv,Notizbuch A4,,,,2317,.//tei:sourceDoc//tei:line,1
22jtv,Notizbuch A4,,,,1448,.//tei:sourceDoc//tei:seg,1
22jtv,Notizbuch A4,,,,1,.//tei:abstract,29
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,8,.//tei:sourceDoc//tei:note[@type='editorial'],28
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,133,.//tei:sourceDoc//tei:surface,41
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,24,.//tei:sourceDoc//tei:add,41
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,362,.//tei:sourceDoc//tei:zone,41
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,1273,.//tei:sourceDoc//tei:line,41
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,694,.//tei:sourceDoc//tei:seg,41
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,1,.//tei:abstract,2
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,1,.//tei:sourceDoc//tei:note[@type='editorial'],46
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,135,.//tei:sourceDoc//tei:surface,46
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,147,.//tei:sourceDoc//tei:add,46
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,404,.//tei:sourceDoc//tei:zone,46
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,1906,.//tei:sourceDoc//tei:line,46
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,798,.//tei:sourceDoc//tei:seg,46
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,1,.//tei:abstract,2
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,14,.//tei:sourceDoc//tei:note[@type='editorial'],32
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,2,.//tei:sourceDoc//tei:note[@type='authorial'],3
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,139,.//tei:sourceDoc//tei:surface,1
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,17,.//tei:sourceDoc//tei:add,1
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,216,.//tei:sourceDoc//tei:zone,1
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,856,.//tei:sourceDoc//tei:line,1
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,380,.//tei:sourceDoc//tei:seg,1
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,1,.//tei:abstract,31
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,10,.//tei:sourceDoc//tei:note[@type='editorial'],34
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,4,.//tei:sourceDoc//tei:note[@type='authorial'],3
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,134,.//tei:sourceDoc//tei:surface,2
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,22,.//tei:sourceDoc//tei:add,2
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,286,.//tei:sourceDoc//tei:zone,2
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,1148,.//tei:sourceDoc//tei:line,2
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,452,.//tei:sourceDoc//tei:seg,2
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,1,.//tei:abstract,24
16q90,Notizbuch C13,1875,1875,,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
16q90,Notizbuch C13,1875,1875,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
16q90,Notizbuch C13,1875,1875,,106,.//tei:sourceDoc//tei:surface,24
16q90,Notizbuch C13,1875,1875,,34,.//tei:sourceDoc//tei:add,24
16q90,Notizbuch C13,1875,1875,,104,.//tei:sourceDoc//tei:zone,24
16q90,Notizbuch C13,1875,1875,,875,.//tei:sourceDoc//tei:line,24
16q90,Notizbuch C13,1875,1875,,657,.//tei:sourceDoc//tei:seg,24
16q90,Notizbuch C13,1875,1875,,1,.//tei:abstract,2
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,1,.//tei:sourceDoc//tei:note[@type='editorial'],57
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,4,.//tei:sourceDoc//tei:note[@type='authorial'],4
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,170,.//tei:sourceDoc//tei:surface,1
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,169,.//tei:sourceDoc//tei:add,1
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,381,.//tei:sourceDoc//tei:zone,1
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,2234,.//tei:sourceDoc//tei:line,1
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,1352,.//tei:sourceDoc//tei:seg,1
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,1,.//tei:abstract,1
2128g,Notizbuch A8,,,,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
2128g,Notizbuch A8,,,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
2128g,Notizbuch A8,,,,151,.//tei:sourceDoc//tei:surface,1
2128g,Notizbuch A8,,,,45,.//tei:sourceDoc//tei:add,1
2128g,Notizbuch A8,,,,190,.//tei:sourceDoc//tei:zone,1
2128g,Notizbuch A8,,,,1175,.//tei:sourceDoc//tei:line,1
2128g,Notizbuch A8,,,,856,.//tei:sourceDoc//tei:seg,1
2128g,Notizbuch A8,,,,1,.//tei:abstract,1
2128k,Notizbuch A14,,,,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
2128k,Notizbuch A14,,,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
2128k,Notizbuch A14,,,,198,.//tei:sourceDoc//tei:surface,1
2128k,Notizbuch A14,,,,26,.//tei:sourceDoc//tei:add,1
2128k,Notizbuch A14,,,,338,.//tei:sourceDoc//tei:zone,1
2128k,Notizbuch A14,,,,619,.//tei:sourceDoc//tei:line,1
2128k,Notizbuch A14,,,,348,.//tei:sourceDoc//tei:seg,1
2128k,Notizbuch A14,,,,1,.//tei:abstract,1
2128q,Notizbuch A21,1860,,,2,.//tei:sourceDoc//tei:note[@type='editorial'],4
2128q,Notizbuch A21,1860,,,5,.//tei:sourceDoc//tei:note[@type='authorial'],11
2128q,Notizbuch A21,1860,,,150,.//tei:sourceDoc//tei:surface,4
2128q,Notizbuch A21,1860,,,91,.//tei:sourceDoc//tei:add,4
2128q,Notizbuch A21,1860,,,386,.//tei:sourceDoc//tei:zone,4
2128q,Notizbuch A21,1860,,,1639,.//tei:sourceDoc//tei:line,4
2128q,Notizbuch A21,1860,,,1054,.//tei:sourceDoc//tei:seg,4
2128q,Notizbuch A21,1860,,,1,.//tei:abstract,1
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),35,.//tei:sourceDoc//tei:note[@type='editorial'],42
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),0,.//tei:sourceDoc//tei:note[@type='authorial'],0
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),137,.//tei:sourceDoc//tei:surface,31
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),54,.//tei:sourceDoc//tei:add,31
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),343,.//tei:sourceDoc//tei:zone,31
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),1695,.//tei:sourceDoc//tei:line,31
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),887,.//tei:sourceDoc//tei:seg,31
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),1,.//tei:abstract,2
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,12,.//tei:sourceDoc//tei:note[@type='editorial'],14
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,136,.//tei:sourceDoc//tei:surface,31
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,151,.//tei:sourceDoc//tei:add,31
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,421,.//tei:sourceDoc//tei:zone,31
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,1465,.//tei:sourceDoc//tei:line,31
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,700,.//tei:sourceDoc//tei:seg,31
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,1,.//tei:abstract,88
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,133,.//tei:sourceDoc//tei:surface,88
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,58,.//tei:sourceDoc//tei:add,88
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,221,.//tei:sourceDoc//tei:zone,88
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,999,.//tei:sourceDoc//tei:line,88
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,590,.//tei:sourceDoc//tei:seg,88
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,1,.//tei:abstract,77
16bsn,Notizbuch C8,1874,1874,,13,.//tei:sourceDoc//tei:note[@type='editorial'],26
16bsn,Notizbuch C8,1874,1874,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
16bsn,Notizbuch C8,1874,1874,,166,.//tei:sourceDoc//tei:surface,31
16bsn,Notizbuch C8,1874,1874,,117,.//tei:sourceDoc//tei:add,31
16bsn,Notizbuch C8,1874,1874,,466,.//tei:sourceDoc//tei:zone,31
16bsn,Notizbuch C8,1874,1874,,3124,.//tei:sourceDoc//tei:line,31
16bsn,Notizbuch C8,1874,1874,,2436,.//tei:sourceDoc//tei:seg,31
16bsn,Notizbuch C8,1874,1874,,1,.//tei:abstract,2
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,4,.//tei:sourceDoc//tei:note[@type='editorial'],1
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1,.//tei:sourceDoc//tei:note[@type='authorial'],5
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,114,.//tei:sourceDoc//tei:surface,5
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,98,.//tei:sourceDoc//tei:add,5
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,290,.//tei:sourceDoc//tei:zone,5
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1730,.//tei:sourceDoc//tei:line,5
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1262,.//tei:sourceDoc//tei:seg,5
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1,.//tei:abstract,2
1rhdh,Notizbuch A10,1872,1872,,1,.//tei:sourceDoc//tei:note[@type='editorial'],40
1rhdh,Notizbuch A10,1872,1872,,2,.//tei:sourceDoc//tei:note[@type='authorial'],8
1rhdh,Notizbuch A10,1872,1872,,155,.//tei:sourceDoc//tei:surface,6
1rhdh,Notizbuch A10,1872,1872,,58,.//tei:sourceDoc//tei:add,6
1rhdh,Notizbuch A10,1872,1872,,220,.//tei:sourceDoc//tei:zone,6
1rhdh,Notizbuch A10,1872,1872,,958,.//tei:sourceDoc//tei:line,6
1rhdh,Notizbuch A10,1872,1872,,450,.//tei:sourceDoc//tei:seg,6
1rhdh,Notizbuch A10,1872,1872,,1,.//tei:abstract,2
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,0,.//tei:sourceDoc//tei:note[@type='editorial'],0
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,162,.//tei:sourceDoc//tei:surface,2
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,37,.//tei:sourceDoc//tei:add,2
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,229,.//tei:sourceDoc//tei:zone,2
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,825,.//tei:sourceDoc//tei:line,2
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,466,.//tei:sourceDoc//tei:seg,2
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,1,.//tei:abstract,2
1zzf4,Notizbuch E6,,,,1,.//tei:sourceDoc//tei:note[@type='editorial'],15
1zzf4,Notizbuch E6,,,,1,.//tei:sourceDoc//tei:note[@type='authorial'],31
1zzf4,Notizbuch E6,,,,382,.//tei:sourceDoc//tei:surface,31
1zzf4,Notizbuch E6,,,,49,.//tei:sourceDoc//tei:add,31
1zzf4,Notizbuch E6,,,,293,.//tei:sourceDoc//tei:zone,31
1zzf4,Notizbuch E6,,,,1325,.//tei:sourceDoc//tei:line,31
1zzf4,Notizbuch E6,,,,592,.//tei:sourceDoc//tei:seg,31
1zzf4,Notizbuch E6,,,,1,.//tei:abstract,2
2128m,Notizbuch A16,1875 1875-08-27,,,4,.//tei:sourceDoc//tei:note[@type='editorial'],16
2128m,Notizbuch A16,1875 1875-08-27,,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
2128m,Notizbuch A16,1875 1875-08-27,,,107,.//tei:sourceDoc//tei:surface,24
2128m,Notizbuch A16,1875 1875-08-27,,,72,.//tei:sourceDoc//tei:add,24
2128m,Notizbuch A16,1875 1875-08-27,,,327,.//tei:sourceDoc//tei:zone,24
2128m,Notizbuch A16,1875 1875-08-27,,,1473,.//tei:sourceDoc//tei:line,24
2128m,Notizbuch A16,1875 1875-08-27,,,790,.//tei:sourceDoc//tei:seg,24
2128m,Notizbuch A16,1875 1875-08-27,,,1,.//tei:abstract,1
2128t,Notizbuch D11,1871,1871,,6,.//tei:sourceDoc//tei:note[@type='editorial'],28
2128t,Notizbuch D11,1871,1871,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
2128t,Notizbuch D11,1871,1871,,163,.//tei:sourceDoc//tei:surface,73
2128t,Notizbuch D11,1871,1871,,139,.//tei:sourceDoc//tei:add,73
2128t,Notizbuch D11,1871,1871,,248,.//tei:sourceDoc//tei:zone,73
2128t,Notizbuch D11,1871,1871,,1295,.//tei:sourceDoc//tei:line,73
2128t,Notizbuch D11,1871,1871,,752,.//tei:sourceDoc//tei:seg,73
2128t,Notizbuch D11,1871,1871,,1,.//tei:abstract,2
1zzdt,Notizbuch C12,1875,1875,,2,.//tei:sourceDoc//tei:note[@type='editorial'],20
1zzdt,Notizbuch C12,1875,1875,,0,.//tei:sourceDoc//tei:note[@type='authorial'],0
1zzdt,Notizbuch C12,1875,1875,,109,.//tei:sourceDoc//tei:surface,40
1zzdt,Notizbuch C12,1875,1875,,116,.//tei:sourceDoc//tei:add,40
1zzdt,Notizbuch C12,1875,1875,,287,.//tei:sourceDoc//tei:zone,40
1zzdt,Notizbuch C12,1875,1875,,1478,.//tei:sourceDoc//tei:line,40
